,payload,sentiment
29,"Greetings,

The dev job you've sent me looks to be promising and would like
to follow up with an interview if it's still available. If not, then
perhaps you can contact me again if something similar comes up.",1
30," 

to whom it may concern,

I am interested and would like to get an interview for this job as soon as possible. BU first I want to know more about the benefits the job offers. 

Mr. P

",0
31," 

Hi Sam,

thank you for contacting me, Does this job requires me to move to California?

thanks,

G.
",0
32," 

I am available for working only from home, if the job position is flexible with this I am happy to be considered for an interview.

Mrs, House

",0
33," 

Dear recruiter,

I am very thankful for your email, unfortunately, I am considering another job. 
Could you elaborate on the benefits of this job?

Best regards.

Martha D.

",0
34," 

I have just enrolled in a Ph.D. program and can not apply for this job.
I will be glad to work with you in the future and look forward to meeting with you on another occasion.


Gabriela Romero

",0
35," 
I have just enrolled in a PhD program and can not apply for this job.
I will be glad to work with you in the future and look forward to meet with you in another ocassion.

Gabriela Romero
",1
36,"Dear Sir,

I am very pleased to hear from you and I am interested in the position that your company is offering. I am available and gladly send you any information you require.

Kind regards,

Federico Coyne

",1
37," 

I am a jr developer and would like to apply for this position that you are offering.  I am available for an interview if you require so.

Kind regards,
the penguin.
",1
38," 

I have to decline since my work visa has expired.
",0
39," 

To whom it might concern,

I hope this email finds you well.
I appreciate your e-mail, I am very interested in this job position and would like to make myself available for a future interview.

With vest regards,
Mr. Polite

",1
40," 

Hi Wendy,

I am not interested in this position since it is not compatible with my professional profile, but it could also enhance my set of skills, is there any prior training in this job?

Best wishes,

Mario

",0
41," 

Dear recruiter,

I had severe flu and was not able to reply earlier. I am aware that the deadline is already past but if the position is still available please consider my cv.
I am available for an interview.

Best regards,
Mr. M
",0
42," 

I would like to be considered for this position.
May I ask about some salary specifics and benefits.

Best,
Mrs. Money 
",1
43," 
Hi,
Thank you for your email.
I have already accepted a job offer from Company X.
Best,
L.",0
44," 

 I am not interested, please stop sending emails or will be forced to act against you legally.

",0
45," 

your job offer is not compatible with my goals carrier.

",0
46," 

I am looking for a more generous salary, I would consider the interview if you can increase the salary by 10%.

Best,
Mrs. Moana 
",0
47," 
to whom it might concern,

today  I am working in a company located in Arizona. I am interested in the job position and would like to apply given that if in case I get the position I could start in September instead of July.

kind regards,

Summer Sanchez
",0
48," 
Dear X,

I would like to consider to apply for his job offer, please find attached my cv.
Let me know if you have further inquiries about my professional background.

Kind regards,
Mark Ruffalo
",1
49," 

thank you for considering me for this position,  I am sorry to inform you that I have taken a job in south lake city and will be moving next week.

",0
50," 
Dear recruiter

thank you for getting in touch with me. I am interested in this job position. But  I haven't finished my bachelor's program and can not meet the arrival day. 

Many thanks,
S.
",0
51," 

thank you for your email. At this moment I am no interested in this particular job.
Many thanks,
Mr. Lopez

",0
52,"
I am interested in the job but can not  satisfy the mobility issue, I appreciate the information and look forward to work with you in another time,

Sincerely,

Mr. Moore

",0
53,"
I would like to know more about the process of application and the job activities this job requires.

",0
54," 

I received gladly this email, please find attached my cv  

",1
55," 

I am interested in this job position and would like to be considered for an interview.
Thank you,
Y.
",1
56," 
I am not available for this position.
",0
57," 
to whom it might concern,

I am currently working in a tech company in California State, in any case, I am interested in the job position offer.
",1
58," 

I don't want to work full time, is it possible that this offer comes in a half time job?

",0
59," 

Thank you for your email.
should I qualify for this job, I'll be glad to schedule an interview.

Marry S.

",1
60,"Dear Ms. Montagne,

Thank you very much for offering me the position of Network Administrator at The Spiderweb. The opportunity looks very interesting, and I am sure that I would find the position rewarding.

Before I come with my final decision, I am hoping that we can discuss the possibility of adding an 8% commission to my base salary, as my 15-year track record and agenda of contacts will enable me to bring additional revenue to the company. Please let me know if we can discuss this.

Thank you for your consideration.

Respectfully yours,
Suzanne Pavilion",0
61,"Dear Mrs. Cecilia Cole,

I was amazed to get your phone call yesterday. I am writing to formally accept your employment offer for the Social Media Manager position at Cloudy Company. Thank you for the opportunity.

As we agreed, my starting salary will be $52,800 per year with two weeks of paid time off. I understand that health and dental benefits will be available after ninety days of employment.

If there’s anything you need from me prior to that start date, or any documents I should bring on my first day, just let me know. I’m eager to dig in and get started on November 6, 2017.
Thanks again,

Paul LeMahiue",1
62,"Dear Dr. Eva Braun,

Thank you for your offer of the position of Technical Specialist for the Witten Solutions Company. I am positively impressed with the depth of knowledge of your development team and believe that my experience will contribute to maximizing the profitability of the department.

I would like to talk with you regarding the salary and benefits you have offered before I could make a final decision. I feel that with the skills, experience, and contacts in the industry that I would bring to Witten, further discussion of my compensation would be appropriate.

Sincerely,
Adolf Gitler",0
63,"Dear Mr. Jones,

I sincerely appreciate your consideration for the account manager position with your firm. I regret to inform you that I must withdraw my application for the job. My wife has received an attractive promotion with her company that will require relocation to another state, and we will be moving at the end of the summer.

Thank you for the time you spent reviewing my qualifications and meeting with me.

Best regards,
Shaun Murphy
555-862-15756
shaun_mur@mymail.com",0
64,"Dear Ing. Smith,  

I thank you for drawing my attention to the Front-end developer position at your company. I considered this as a great opportunity and hereby I confirm my acceptance of the position.

As mentioned during the interviews, I still have a contract to meet that closes the next month. I am joining the company on March 4, 2020. Therefore, I would ask you for the relocation aids your company provides before the starting date.

Please, let me know if I need to take further action during this time.

Best regards!
Daniel Baumtree",1
65,"Dear Mr. Andrews,

Accept this email as my formal acceptance of the offered position as Cloud Architect. I thank you for the opportunity, and I look forward to applying my talents to the position.

As the offer letter displays and as we previously discussed on the phone, I accept the starting salary of $68,000 with in-lieu work after three months.

I will be meeting the team on July 1, 2020. If you require any additional information from me before then, please let me know. You can reach me at (556) 896-6302 or better by email at sjackson@cloudservices.com.

Thank you again for allowing me to demonstrate my value.
Sincerely,
Samuel L. Jackson",1
66,"Dear Dr. Prof. Weismann,  

I would like to thank you for extending me the soft professor teaching position at the Mathematical Analysis department at Technical University Wien. I am pleased to officially accept the offer and begin working with the team.

As discussed, I agreed with the teaching hours scheduled for the coming semesters and the research activities I will conduct. I will send all documentation to begin the hiring procedure.

Please let me know if there is anything I can provide before my start date on January 23, 2019. 

Thanks again!
Dra. Sarah Martinez",1
67,"Dear Dr. Kobain,
 
Thank you so much for offering me the position Software Engineer at Data Verde company. I am enthusiastic about the possibility of working with your team.

I noticed the signing salary is lower than what we previously discussed Are you available for a phone call in the coming days to discuss?  

Thanks again,
Mickey Mantle",0
68,"Dear Mrs. Nadia Kalenski,  

Thank you for offering me WebStat's software developer role. I am honored to be considered for the opportunity and feel I would be an asset to the company.

I am particularly considering the position’s details and would like some more days to make a decision. I can provide a final answer by Thursday morning. 

Thank you, 
Laura Schmidt",0
69,"Dear Mrs. Robinson:
 
Thank you for meeting with me last week to discuss the role of the marketing department. I enjoyed our conversation and was so intrigued by the projects that are in the works at Ku-bot company. 

I am writing today to withdraw myself from consideration for the position, however, since I was offered a role at another company and accepted the job offer. 

Thank you again for your time and consideration. 
Best,
Joe Black",0
70,"Dear Randy Johnson:

I very much appreciate your consideration for the DevOps Engineer with Zalando. After further thought, I have decided to withdraw my application for the position.

It was a pleasure meeting you. I appreciate the time you spent discussing the opportunity with me, as well as the information you shared on the job and the company.

Thank you for your time and consideration. I wish you success in finding the perfect candidate to fill this position.

Best regards,
David Ortiz",0
71,"Dear Joe,

Thank you for offering me the position of Web Developer. I will take the job offer. I am willing to contribute to the company's growing ambitions.

As we discuss previously, I agree with the monthly income of $ 9,500 and all the benefits after 2 months. Additionally, I need assistance with relocation as we both agreed.

Please, feel free to contact me if I need to send further documentation. I look forward to meeting you and the team on July 6, 2021.

Best regards,
Salvatore Falconi",1
