payload,sentiment
"thank you for offering me the role of assistant manager at Gonzalez, Turner and Carter.
after much consideration, i
regret to inform you that i am declining your offer.
while i believe that your company would be an
excellent place to work due to its outstanding safety profile, i have accepted another role that i think is
more closely aligned with my career goals at this time.
i thoroughly enjoyed meeting you and the rest of the team.
you and the rest of the interviewers were
courteous and supportive, and i wish i could have accepted the offer, but circumstances have prevented
me from doing so.
i am confident that you will find the right candidate, and they will be fortunate to work
at Gonzalez, Turner and Carter.
i wish you and your company all the best.",0
"in this email i am attaching my resume for your reference.







",1
"i would â like to apply for this opportunity.
please find my resume attached.
kindly let me know the further steps.







",1
"thank you for offering me the assistant manager position.
regretfully, i must decline your offer since i have just
accepted a position with another firm.
while i was very interested in the opportunity and working with your team, the
position i accepted is better matched to my credentials and career aspirations.
thanks again for taking the time to meet with me and for the generous employment offer.
i am impressed by your
company’s goals, mission and commitment to quality and service, and wish you and your colleagues much continued
success.
i hope that we meet again in the future.",0
"i would like to express my appreciation for
including me in the interview process for your
accountant position.
i enjoyed meeting with you
and learning more about your company.
however, i have accepted another employment",0
"thank you so much for offering me the Sales professional position.
after careful consideration, i have decided to accept a different position and won’t be able to accept this offer.
i appreciate the time spent interviewing me and introducing me to your organization throughout this process, and Mills PLC sounds like a fantastic company.
it was a difficult decision, and i wish you success in finding the right person for your role.",0
"
job | excellent opportunity for senior level us it recruiter 


44 applicants 

	


	
	



mideenkother 


senior us it recruiter, senior it recruiter, it recruiter, 

	
	








	


current designation senior technical recruiter 


current company nygci 


notice period 15 days or less 


previous designation senior it recruiter 


previous company plato technologies inc 


contact details 


mobile:   
	


exp 


6 yrs 


ctc 


  

location 


  
	


not able to view details?







",1
"this is regarding the wonderful job offer that i received from
Taylor, Brown and Wagner.
it was a very difficult decision for me to make but i have
decided that another opportunity is a better fit.
i hold Taylor, Brown and Wagner in a very high regard and the have a dear amount of
respect for the whole team.",0
"thank you very much for offering me the position of Event organiser at Fox and Sons.
unfortunately, i have decided not to accept the position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding someone suitable for the position.",0
"as per email notification, i am sending my resume and looking forward for an interview opportunity.







",1
"thank you  for offering me the position of office assistant with carolina solar services.
i appreciate you taking the time to consider me for the role and for answering my
questions about the company and the position.
after much consideration, i will not be accepting the position as it does not fit the path i am taking
to achieve my career goals.
i am currently seeking for a position that would allow me to directly employ my knowledge of solar
energy in thefield so that i can reach my career goals of being a solar technician.
if a position of
this nature becomes available in the future, i would appreciate being considered for such a role.
again, thank you for your consideration, and i wish you all the best.",0
"many thanks for your phone call yesterday and the offer of the role of Data processing manager at Nolan LLC.
i sincerely appreciate you taking the time to discuss salary expectations with me.
unfortunately, i will have to decline this role as the salary does not meet the financial requirements of my current living expenses.
thank you again for your consideration, and i wish you all the best in finding someone suitable for the position.",0
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret
that i must decline your offer.
although you were most encouraging in outlining future advancement
possibilities within Clark Ltd, i have accepted another opportunity that is more in line with my skills
and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the
interview process, and i only wish that circumstances allowed me to accept your offer.",0
"although you have been most encouraging in outlining
future development prospects inside King, Barton and King, i have accepted one other alternative
that’s extra in step with my abilities and profession objectives.
i loved assembly you and the remainder of your group.
you have been most type and gracious
all through the interview course of, and i solely want that circumstances allowed me to settle
for your provide.",0
"my name is mohit singh.
i am actively looking for job change (remote/wfh)

i have 5+ years of experience is us staffing worked with direct clients
like northern trust bank, citi bank, oracle and implementation partners
like hcl, lti, infosys photon etc for w2 (contract and full-time) and c2c
requirement.







",1
"i am delighted to formally accept the
offer, and i am very much looking forward to joining the team.
as discussed, my starting salary will be $7820, rising to $7820
following a successful probationary period of 3 months.
i can confirm that my starting date of employment will be May 01, 1974.
if there is any additional
information you need prior to this date, please let me know.
once again, thank you very much for the opportunity, and i look forward to working with you.",1
"many thanks for your phone call yesterday and the offer of the role of Press sub at Hawkins, Woods and Wood.
unfortunately, i will have to decline this role
as the salary does not meet the financial requirements of my current living expenses.
thank you again for your consideration, and i wish you all the best in finding someone suitable for the position.",0
"greetings!
thanks for showing interest in my profile, please find attached my updated
resume for the work from home opportunity in your company.
i would be interested to work as an it recruiter or helping you in
onboarding new customers if, i get an expected salary while working from
home.







",1
"please find the attached resume for your reference.







",1
"i would like to thank you again for oﬀering me the
position of Research officer.
i
genuinely appreciate the time you spent with me
and your consideration for the position.
i have spent some time reconsidering your job oﬀer
and i have concluded that this job is not the best fit
for my skills and experience.
i believe it is in the
best interests of both myself and the company to
turn down the job oﬀer.
i am very sorry for any
inconvenience that this may cause.

i enjoyed learning more about your company and i
wish you and your staﬀ much success in the future.",0
"thank you for sending me a job offer email for the position of Civil Service administrator.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Quinn-Ramos will progress forward and achieve great successes in the future.",0
"happy monday !
and thank you for the email.
please find my resume attached.
do let me know on the after eligibility check .







",1
"bhanu's resume.pdf







",1
"             i found your mail from one of my colleague, so i am sending my
resume to you, please forward it for further process.







",1
"it was wonderful to get your call this afternoon offering me the position of assistant
buyer for Andersen, Reed and Gibson please consider this letter my formal acceptance.
i am pleased to accept your offer of the position at a salary of ﷼18777 annually.
as we agreed, my starting date will be April 25, 2011 in order to enable me to finish a
summer computer class that will enhance my skills for Andersen, Reed and Gibson. i also
understand that i will receive full company pay and benefits during the 18
training program and that i am considered probationary during that time.
thank you again, ms. matthews, for offering me this wonderful opportunity.
please let me know if i can do anything in advance of my start date to facilitate the
paperwork or other tasks that will make my onboarding go smoothly.
i am looking forward to working with you and the greenley team!",1
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret that i must
decline your offer.
although you were most encouraging in outlining future advancement possibilities within a
company, i have accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.
with best wishes for your continued success.",0
"following our conversation yesterday morning over
the telephone, i would like to thank you for offering me
the position of (name of position) at (name of
company).
the challenges and growth within the company are
exciting but the salary offer is unfortunately below
what i would be happy with.
it has been a hard decision to make, but i have a few other offers available to me that suit my salary
goals more.
i wish to thank you for your time, consideration and offer, perhaps in the future or should there be a
reconsideration regarding salary, i would be more than happy to listen.",0
"sir.
i am m.raghu vamsi searching for the job.







",1
"i'm interested in this opportunity.
please find attached my resume and let me know further details.







",1
